id,userId,courseId,enrollmentDate,completionPercentage,completionDate
184,484,1747,2024-06-11,40,
185,447,1284,2024-07-25,60,
186,430,2421,2023-12-24,29,
187,401,981,2024-08-19,42,
188,213,3145,2023-10-14,54,
189,333,3666,2024-06-12,52,
190,362,3421,2023-11-11,27,
191,47,2792,2024-04-02,81,
192,152,299,2024-01-22,80,
193,240,3204,2024-04-01,45,
194,441,1283,2024-01-30,16,
195,230,2789,2024-05-17,6,
196,312,3171,2024-06-16,55,
197,320,266,2024-05-29,34,
198,477,1458,2024-05-31,23,
199,371,3227,2024-04-12,2,
200,234,938,2024-03-11,74,
201,494,2325,2023-12-31,29,
202,63,3,2024-06-29,51,
203,227,1689,2024-06-04,89,
204,249,171,2024-02-18,48,
205,191,1605,2024-05-04,11,
206,472,3060,2024-08-07,1,
207,25,618,2024-08-03,6,
208,134,1806,2024-03-18,70,
209,424,3085,2024-06-22,38,
210,474,3468,2024-06-04,81,
211,348,3104,2024-05-15,70,
212,402,1113,2023-12-27,31,
213,7,2738,2023-12-10,64,
214,212,2904,2024-03-19,74,
215,243,2601,2024-08-11,10,
216,99,1716,2024-07-15,58,
217,310,286,2024-04-16,22,
218,29,3312,2024-07-31,24,
219,260,2044,2024-07-12,8,
220,357,1076,2024-06-29,88,
221,427,1133,2024-05-20,56,
222,177,2856,2024-04-30,67,
223,282,2370,2023-11-19,43,
224,320,1422,2024-05-29,36,
225,132,1171,2024-07-13,39,
226,77,3172,2024-07-02,62,
227,38,3519,2023-10-25,98,
228,247,892,2024-02-06,72,
229,428,2303,2024-06-30,41,
230,161,1360,2024-04-01,79,
231,451,252,2023-12-11,25,
232,259,1915,2024-03-30,94,
233,381,109,2023-12-31,33,
234,281,1288,2023-12-14,22,
235,195,2608,2023-11-21,84,
236,476,1399,2024-01-04,92,
237,337,2281,2024-05-28,6,
238,80,3054,2024-05-04,43,
239,400,738,2023-10-28,22,
240,1,3584,2023-12-14,100,2024-03-19
241,389,1150,2023-11-23,4,
242,425,3243,2023-11-10,62,
243,257,3218,2024-04-13,46,
244,416,1421,2023-10-30,94,
245,221,421,2023-11-17,23,
246,261,2898,2023-12-14,55,
247,13,1751,2024-01-28,18,
248,267,2914,2024-07-10,59,
249,223,22,2023-10-19,32,
250,107,1209,2024-05-19,23,
251,113,692,2024-03-14,50,
252,223,2472,2024-04-30,28,
253,35,1201,2023-11-21,32,
254,54,949,2023-12-17,8,
255,43,1557,2024-08-11,9,
256,429,1115,2024-04-25,40,
257,387,2711,2024-05-27,21,
258,264,2902,2024-08-21,95,
259,34,2034,2024-07-12,40,
260,228,1556,2024-07-01,91,
261,129,1624,2024-03-20,38,
262,105,2837,2024-03-05,16,
263,408,301,2024-05-03,55,
264,370,1163,2024-08-12,62,
265,213,2426,2024-02-13,56,
266,405,1838,2024-04-06,39,
267,450,14,2024-07-18,54,
268,48,2255,2024-03-27,29,
269,5,2058,2023-10-28,11,
270,323,2919,2024-04-12,45,
271,154,1951,2024-04-22,14,
272,439,1005,2024-08-07,49,
273,287,1248,2024-08-09,56,
274,193,668,2024-07-29,77,
275,52,3324,2023-11-26,51,
276,466,1120,2024-01-18,100,2024-04-15
277,346,1898,2024-05-14,0,
278,348,2857,2024-04-16,23,
279,410,578,2024-07-24,43,
280,151,3588,2024-01-08,72,
281,56,2633,2024-04-15,98,
282,304,135,2023-10-12,46,
283,248,300,2024-01-10,78,
284,194,468,2024-09-08,59,
285,261,3197,2024-05-26,81,
286,63,271,2024-06-19,43,
287,411,2420,2023-12-31,29,
288,44,2868,2024-05-28,98,
289,492,3025,2024-09-04,37,
290,382,827,2024-05-19,56,
291,399,3404,2024-03-12,45,
292,161,1632,2023-12-31,74,
293,11,1711,2024-08-24,30,
294,111,908,2024-03-09,78,
295,29,2867,2024-07-12,56,
296,166,2755,2024-04-14,67,
297,331,2071,2024-03-03,97,
298,202,1064,2024-01-07,44,
299,384,449,2024-05-01,76,
300,240,884,2024-02-17,8,
301,426,1609,2024-06-03,76,
302,489,596,2024-05-22,31,
303,472,1553,2024-09-05,50,
304,46,1249,2024-02-17,41,
305,418,1311,2023-11-09,45,
306,339,1939,2024-08-07,52,
307,195,119,2023-12-03,84,
308,202,2614,2024-04-11,21,
309,275,489,2023-11-13,26,
310,494,704,2024-07-28,19,
311,223,3396,2024-05-31,57,
312,362,1763,2024-06-30,51,
313,225,2332,2024-04-01,52,
314,430,785,2024-07-13,52,
315,121,1511,2023-11-25,3,
316,222,98,2024-03-25,16,
317,14,3508,2024-04-08,7,
318,284,1135,2023-11-10,85,
319,393,2239,2024-01-22,7,
320,320,2727,2023-10-10,43,
321,173,2145,2024-03-03,31,
322,178,2860,2024-03-04,56,
323,57,3039,2024-05-29,22,
324,104,3554,2024-03-14,8,
325,56,715,2024-07-31,96,
326,136,524,2023-11-14,59,
327,44,2822,2023-10-13,86,
328,66,1344,2024-08-29,92,
329,9,3427,2024-05-07,60,
330,74,159,2024-05-01,57,
331,215,3548,2024-01-20,100,2024-04-15
332,18,864,2023-11-22,84,
333,172,580,2024-06-26,7,
334,229,3348,2024-09-05,39,
335,395,2896,2024-06-18,89,
336,332,536,2023-11-20,33,
337,314,171,2024-02-27,81,
338,283,216,2023-12-12,67,
339,264,1065,2024-04-06,35,
340,241,989,2024-04-21,78,
341,439,3319,2024-03-12,15,
342,97,310,2024-02-18,13,
343,197,7,2024-03-22,24,
344,417,902,2023-12-05,61,
345,322,1903,2023-10-15,27,
346,410,43,2024-06-11,9,
347,166,2759,2024-02-12,74,
348,284,327,2024-03-04,8,
349,326,2516,2024-07-07,36,
350,115,2024,2024-04-01,83,
351,455,1414,2023-11-29,72,
352,433,198,2024-04-13,100,2024-06-28
353,386,528,2023-12-06,6,
354,382,2206,2024-04-10,46,
355,253,1310,2023-12-09,83,
356,491,1720,2024-08-23,71,
357,117,3034,2023-12-18,83,
358,479,1771,2024-07-18,0,
359,20,3321,2023-12-05,78,
360,5,2616,2024-02-08,6,
361,150,1790,2024-01-15,68,
362,49,1389,2023-10-29,10,
363,37,560,2024-06-16,8,
364,235,3579,2024-01-28,87,
365,415,186,2023-10-24,39,
366,331,1371,2024-06-01,3,
367,319,671,2024-08-04,34,
368,11,1256,2023-12-21,84,
369,428,1103,2024-02-10,16,
370,189,1901,2024-01-08,28,
371,313,1706,2023-12-19,52,
372,336,2436,2024-05-29,66,
373,249,1556,2024-05-21,99,
374,313,1438,2024-01-02,73,
375,118,2724,2023-10-25,3,
376,315,16,2024-01-23,14,
377,47,2357,2024-06-08,49,
378,391,2456,2024-04-17,33,
379,91,2847,2023-12-06,85,
380,407,1341,2024-08-21,70,
381,369,241,2024-03-31,22,
382,455,351,2023-11-15,69,
383,124,3121,2024-06-24,28,
384,283,2992,2024-04-25,30,
385,349,545,2024-03-01,73,
386,120,1858,2024-05-12,32,
387,230,3029,2024-02-09,41,
388,467,988,2024-07-28,79,
389,205,540,2024-04-24,14,
390,122,2204,2024-03-15,87,
391,371,2555,2024-06-08,57,
392,346,3432,2023-12-01,93,
393,155,3158,2023-10-13,72,
394,270,2224,2023-11-02,90,
395,74,2229,2024-03-04,11,
396,324,1615,2023-12-17,93,
397,474,2895,2024-01-22,89,
398,347,3407,2023-11-06,39,
399,388,2959,2024-08-08,66,
400,160,958,2024-07-29,9,
401,469,3498,2023-12-01,4,
402,142,2313,2024-05-02,97,
403,141,469,2023-12-12,64,
404,38,345,2023-11-19,32,
405,23,1172,2024-04-14,60,
406,375,576,2024-06-18,5,
407,15,1143,2024-07-16,15,
408,465,1823,2023-12-01,22,
409,378,3000,2023-11-23,2,
410,30,2622,2024-05-02,72,
411,16,3012,2024-02-15,0,
412,380,3262,2024-07-21,21,
413,449,1046,2024-07-04,58,
414,206,1167,2024-05-01,96,
415,415,2204,2023-11-15,66,
416,338,3122,2024-06-08,72,
417,286,3517,2023-12-14,50,
418,482,1827,2024-01-20,51,
419,81,1908,2024-02-11,57,
420,3,3315,2024-07-14,71,
421,338,1389,2024-01-29,61,
422,414,2135,2023-10-18,38,
423,279,1428,2024-07-28,69,
424,259,1696,2024-01-04,68,
425,431,3185,2023-10-19,32,
426,380,3185,2024-08-12,57,
427,491,2847,2023-12-20,10,
428,31,2887,2024-04-12,22,
429,445,3023,2024-04-05,40,
430,137,408,2023-11-18,33,
431,450,3404,2023-11-09,21,
432,201,1876,2024-05-08,50,
433,479,2357,2024-02-05,86,
434,420,2466,2024-08-23,36,
435,20,1686,2023-11-13,29,
436,248,1063,2024-07-25,75,
437,401,2313,2024-01-27,11,
438,311,2536,2023-12-24,3,
439,271,2383,2023-12-20,24,
440,493,646,2024-08-19,0,
441,120,2420,2024-03-04,98,
442,170,2639,2024-04-18,29,
443,100,1729,2024-08-25,89,
444,120,1,2024-01-07,89,
445,146,1583,2024-02-26,65,
446,36,440,2024-03-15,76,
447,434,1009,2024-08-29,20,
448,249,2028,2024-08-01,97,
449,66,2256,2023-10-22,29,
450,474,1118,2024-03-21,82,
451,46,3512,2023-10-29,70,
452,408,2521,2024-05-17,19,
453,58,523,2024-04-09,39,
454,162,534,2023-10-24,2,
455,455,1895,2024-05-18,43,
456,323,614,2024-04-30,16,
457,102,1839,2023-11-19,67,
458,128,2527,2024-02-20,6,
459,297,19,2024-08-12,93,
460,225,600,2024-01-01,90,
461,204,1042,2024-01-06,96,
462,161,1581,2024-06-09,13,
463,120,3172,2024-06-28,30,
464,297,2019,2024-03-06,86,
465,149,586,2024-04-01,80,
466,482,2872,2024-02-09,56,
467,445,1483,2024-06-27,7,
468,138,2681,2024-07-12,79,
469,149,1547,2023-10-27,38,
470,362,1530,2024-06-28,54,
471,144,334,2024-03-30,49,
472,310,947,2024-07-23,68,
473,49,2839,2024-08-14,6,
474,67,532,2024-08-02,7,
475,345,3000,2024-02-26,37,
476,319,194,2024-07-08,45,
477,212,1956,2024-09-09,38,
478,345,2193,2024-01-22,67,
479,79,47,2024-06-27,40,
480,175,3325,2024-04-02,56,
481,102,350,2024-01-21,56,
482,381,327,2023-12-29,29,
483,127,2093,2024-05-20,34,
484,188,746,2024-03-15,21,
485,356,1918,2023-11-26,81,
486,138,2182,2024-04-24,57,
487,113,646,2024-01-18,61,
488,209,621,2023-12-04,53,
489,103,1080,2023-12-05,63,
490,271,1211,2024-08-07,27,
491,303,3199,2024-09-02,19,
492,90,158,2024-06-05,16,
493,179,2493,2024-05-25,60,
494,286,3602,2024-06-09,53,
495,167,1763,2023-10-26,75,
496,222,1891,2024-01-18,15,
497,301,219,2023-11-22,82,
498,368,3221,2024-06-23,62,
499,411,1855,2024-07-30,9,
500,296,1382,2024-06-07,26,
501,140,2761,2024-03-29,18,
502,184,1556,2024-02-16,40,
503,472,457,2023-11-06,43,
504,459,3547,2024-03-21,21,
505,95,2278,2023-10-25,40,
506,163,154,2023-11-01,53,
507,243,2454,2024-08-19,20,
508,272,1944,2024-04-15,84,
509,264,3392,2024-01-09,0,
510,426,1034,2024-01-05,45,
511,392,1063,2024-01-05,81,
512,130,2417,2024-09-05,57,
513,224,3530,2024-04-20,21,
514,223,190,2023-11-09,74,
515,336,3076,2024-01-15,66,
516,306,1889,2024-01-04,51,
517,160,337,2023-11-25,71,
518,407,293,2024-01-17,8,
519,269,2986,2024-06-21,15,
520,392,3191,2024-03-24,92,
521,371,2714,2024-02-28,98,
522,121,3045,2024-04-18,62,
523,79,2342,2023-11-06,85,
524,484,2146,2024-03-18,78,
525,409,3531,2024-02-22,13,
526,387,829,2024-05-25,1,
527,256,2230,2023-11-26,52,
528,500,3296,2024-02-26,41,
529,357,3156,2024-03-27,99,
530,282,3403,2024-02-25,95,
531,317,2191,2024-07-02,32,
532,223,930,2023-12-30,15,
533,310,92,2023-12-17,20,
534,180,1735,2023-10-25,81,
535,266,1308,2024-08-02,80,
536,357,3193,2024-03-29,91,
537,361,2610,2024-02-02,72,
538,347,2309,2023-11-05,54,
539,70,937,2024-06-11,18,
540,293,1522,2024-02-06,24,
541,102,3578,2024-05-29,27,
542,46,1321,2024-06-24,63,
543,467,2801,2024-06-18,35,
544,51,3400,2024-02-17,45,
545,341,1627,2024-06-19,44,
546,321,1700,2024-04-22,10,
547,24,3361,2024-07-02,93,
548,446,73,2024-06-27,71,
549,441,3202,2024-07-31,62,
550,198,607,2023-12-04,11,
551,262,3373,2024-02-20,82,
552,321,2200,2024-03-26,52,
553,139,1055,2024-07-29,39,
554,146,1727,2024-03-29,51,
555,124,587,2023-10-23,52,
556,321,2086,2024-05-19,3,
557,235,1175,2024-04-27,75,
558,195,347,2024-01-02,44,
559,77,23,2024-03-08,49,
560,60,3030,2023-11-19,28,
561,464,412,2024-05-25,77,
562,317,2371,2024-02-19,55,
563,56,452,2024-05-18,47,
564,305,2246,2024-04-19,25,
565,494,2960,2024-01-25,100,2024-05-01
566,404,2611,2024-04-25,79,
567,475,2240,2024-07-01,64,
568,299,2993,2024-09-02,50,
569,158,1116,2024-09-09,61,
570,203,2816,2024-03-13,64,
571,305,339,2023-11-02,64,
572,8,1393,2024-08-01,57,
573,50,2705,2023-12-07,8,
574,119,48,2024-06-05,40,
575,187,1986,2024-01-07,61,
576,326,1748,2024-05-10,15,
577,90,1907,2024-02-22,77,
578,81,2250,2024-01-29,16,
579,37,1455,2024-03-08,52,
580,3,2727,2024-03-31,98,
581,436,1921,2024-01-12,32,
582,206,1790,2024-08-05,44,
583,82,2023,2024-06-14,9,
584,422,538,2024-03-24,36,
585,101,2182,2024-08-17,87,
586,247,1807,2024-07-13,95,
587,330,2957,2024-05-15,81,
588,263,3501,2024-06-16,17,
589,145,1103,2024-01-30,83,
590,286,1992,2024-06-22,6,
591,118,336,2024-04-07,36,
592,137,1887,2024-03-31,16,
593,124,456,2024-03-21,33,
594,293,1764,2024-03-29,95,
595,483,3179,2023-12-16,12,
596,387,1953,2024-02-11,97,
597,163,1849,2024-08-20,68,
598,263,3613,2024-08-25,37,
599,199,3673,2024-02-16,57,
600,325,3150,2024-03-04,4,
601,14,833,2024-05-07,28,
602,172,2699,2024-09-02,69,
603,106,937,2024-03-20,3,
604,374,3137,2024-04-07,29,
605,353,531,2024-03-25,76,
606,399,768,2024-03-04,90,
607,476,660,2023-12-20,71,
608,225,3066,2024-01-18,54,
609,204,1988,2024-07-15,74,
610,423,469,2024-05-19,44,
611,234,339,2024-02-14,74,
612,246,3235,2024-06-23,33,
613,146,1077,2023-12-18,90,
614,391,1266,2024-01-11,85,
615,53,3131,2023-10-16,63,
616,127,3306,2024-06-20,70,
617,492,36,2024-03-12,88,
618,380,2964,2024-01-06,46,
619,309,684,2024-03-05,80,
620,313,92,2024-01-22,65,
621,450,3314,2024-01-21,18,
622,486,2864,2024-07-17,61,
623,236,3427,2024-04-06,82,
624,152,3676,2024-05-15,79,
625,157,6,2024-02-15,55,
626,61,1470,2024-03-12,26,
627,395,339,2024-05-07,83,
628,302,2261,2024-03-07,46,
629,111,3217,2024-05-19,25,
630,46,3670,2023-11-26,63,
631,184,914,2024-01-16,60,
632,367,2725,2024-09-06,63,
633,142,3590,2024-02-01,77,
634,286,522,2024-07-21,19,
635,104,1552,2023-12-08,27,
636,464,467,2024-06-01,1,
637,477,1148,2023-10-16,39,
638,6,2700,2024-04-17,73,
639,128,1898,2023-10-19,88,
640,67,2979,2024-05-15,15,
641,416,2871,2024-04-01,52,
642,37,906,2024-06-05,69,
643,230,2819,2024-08-20,88,
644,305,3033,2024-03-15,13,
645,384,1194,2024-03-17,44,
646,146,2791,2024-06-04,30,
647,181,1569,2024-04-30,26,
648,497,2667,2024-04-07,24,
649,234,3466,2023-11-06,90,
650,495,1089,2024-01-07,24,
651,190,232,2023-11-01,79,
652,462,2482,2023-11-19,24,
653,236,3285,2024-03-29,24,
654,199,2385,2024-01-21,30,
655,441,3453,2024-08-17,86,
656,356,1870,2024-09-03,97,
657,198,2592,2024-03-09,96,
658,120,1897,2024-01-01,6,
659,122,3557,2024-07-26,13,
660,203,1736,2023-11-09,3,
661,408,2988,2024-05-17,76,
662,326,2302,2024-02-19,31,
663,322,1510,2024-06-09,17,
664,84,3549,2024-07-22,15,
665,37,2577,2024-01-14,10,
666,31,8,2024-01-21,84,
667,261,1017,2024-08-11,53,
668,438,838,2024-08-13,13,
669,438,960,2024-08-25,31,
670,119,3018,2024-05-05,25,
671,130,2329,2024-04-29,69,
672,336,1939,2023-10-16,15,
673,175,1111,2023-12-08,73,
674,368,2649,2023-12-12,54,
675,375,701,2024-04-09,54,
676,284,1381,2024-02-09,40,
677,277,1367,2023-10-31,57,
678,155,2622,2024-06-05,14,
679,176,128,2024-04-18,0,
680,176,3432,2024-04-24,100,2024-07-17
681,34,861,2023-11-08,21,
682,378,885,2024-06-21,69,
683,461,3664,2023-10-27,26,
684,246,1642,2023-10-25,54,
685,342,2466,2023-12-12,93,
686,190,428,2024-06-18,4,
687,227,2063,2023-10-12,8,
688,298,674,2024-04-03,50,
689,173,2517,2024-06-20,8,
690,200,1205,2024-07-31,86,
691,461,253,2024-09-08,54,
692,48,1259,2024-04-22,44,
693,336,793,2024-01-13,74,
694,386,1879,2024-01-07,30,
695,47,2291,2024-03-10,67,
696,383,845,2024-02-18,68,
697,237,2165,2024-09-08,12,
698,170,266,2024-06-23,0,
699,214,2498,2024-01-08,87,
700,456,243,2024-02-20,39,
701,498,2289,2024-08-17,74,
702,389,532,2024-01-10,12,
703,213,2436,2023-10-10,81,
704,494,2381,2024-05-17,36,
705,253,2409,2024-02-27,6,
706,240,6,2024-02-04,49,
707,435,1183,2024-08-03,100,2024-11-01
708,63,346,2024-01-09,93,
709,224,2566,2024-08-05,54,
710,142,3155,2024-02-06,51,
711,360,2594,2023-11-30,33,
712,462,1879,2024-01-31,79,
713,195,1897,2024-08-18,32,
714,344,3473,2024-09-04,99,
715,364,189,2023-10-29,81,
716,225,3015,2023-12-10,48,
717,42,3315,2024-03-16,92,
718,90,1017,2024-06-27,45,
719,81,237,2024-03-20,13,
720,195,3670,2024-01-30,58,
721,106,2406,2024-08-26,41,
722,12,3312,2024-07-08,48,
723,252,2182,2024-03-31,18,
724,209,318,2024-05-25,9,
725,228,2434,2024-03-26,22,
726,473,2279,2024-05-01,12,
727,170,3191,2024-04-15,19,
728,188,3500,2024-01-14,87,
729,393,1004,2024-07-18,86,
730,453,1501,2023-11-07,87,
731,396,2019,2023-11-20,43,
732,499,344,2024-08-02,15,
733,324,1073,2024-05-10,41,
734,162,2240,2024-01-21,50,
735,388,2012,2023-12-21,20,
736,358,1979,2023-11-11,41,
737,460,762,2024-06-26,10,
738,56,186,2024-08-18,9,
739,32,334,2024-05-13,48,
740,466,572,2024-02-15,70,
741,388,1719,2024-02-12,77,
742,42,2479,2024-05-13,42,
743,144,2343,2024-03-22,97,
744,336,485,2023-11-26,94,
745,187,3332,2024-04-25,17,
746,204,1787,2024-01-18,66,
747,380,2345,2024-05-12,69,
748,365,339,2024-01-13,63,
749,449,457,2024-08-08,93,
750,385,513,2023-11-16,9,
751,93,3268,2023-12-25,11,
752,423,838,2024-08-04,58,
753,188,1909,2023-11-07,24,
754,35,1562,2024-04-16,3,
755,61,3235,2024-05-31,18,
756,235,1737,2024-03-19,12,
757,26,2796,2023-12-06,22,
758,135,522,2023-12-02,55,
759,44,783,2024-05-02,82,
760,138,1048,2024-03-14,18,
761,8,2845,2023-10-25,82,
762,376,392,2024-07-13,27,
763,416,2,2024-06-22,13,
764,497,2754,2024-06-15,91,
765,487,2689,2024-08-15,54,
766,159,2719,2024-03-22,17,
767,438,3027,2023-10-16,59,
768,38,3013,2024-03-05,19,
769,32,18,2024-05-11,96,
770,286,693,2024-01-04,20,
771,295,1742,2024-04-24,29,
772,100,1421,2024-09-01,25,
773,78,1362,2023-12-21,51,
774,310,53,2023-11-30,50,
775,230,1489,2024-06-28,73,
776,234,3401,2024-01-12,14,
777,379,1907,2024-06-15,56,
778,133,1652,2023-10-17,17,
779,123,2189,2024-01-01,76,
780,159,875,2024-05-08,2,
781,386,930,2024-06-02,6,
782,476,3249,2024-02-20,85,
783,180,2224,2024-07-19,81,
784,365,1540,2024-02-10,31,
785,266,3640,2024-08-17,81,
786,111,547,2024-03-23,4,
787,102,2260,2024-08-03,86,
788,173,882,2024-03-01,54,
789,370,1821,2024-07-25,87,
790,270,1396,2024-02-14,10,
791,321,3669,2024-09-01,39,
792,293,2532,2023-11-08,34,
793,475,3131,2024-05-08,42,
794,333,3675,2024-03-30,93,
795,136,3204,2024-02-13,83,
796,477,1369,2024-07-22,93,
797,229,3169,2023-10-31,10,
798,183,3610,2023-12-29,52,
799,217,283,2024-08-17,46,
800,164,2814,2024-01-30,31,
801,35,1361,2023-11-17,19,
802,362,1260,2024-01-14,78,
803,256,452,2024-09-01,4,
804,51,2446,2024-04-19,13,
805,8,3621,2024-01-30,66,
806,316,1056,2024-04-22,98,
807,255,3514,2024-01-10,71,
808,139,2012,2024-03-15,65,
809,472,1552,2024-06-13,97,
810,337,3009,2024-07-02,15,
811,374,1618,2024-06-23,51,
812,424,3521,2024-07-02,55,
813,335,2015,2023-10-29,65,
814,345,843,2024-07-27,88,
815,414,2232,2024-04-23,24,
816,4,3570,2024-06-20,4,
817,414,123,2024-07-05,98,
818,172,1719,2023-10-10,66,
819,266,3301,2024-06-11,78,
820,458,1011,2024-08-21,57,
821,27,1633,2024-08-12,16,
822,304,2669,2024-07-11,60,
823,470,2215,2024-01-13,23,
824,27,2878,2024-06-01,45,
825,291,1186,2024-04-22,75,
826,73,883,2024-04-04,52,
827,94,2874,2024-08-24,82,
828,221,446,2023-10-21,12,
