id,userId,courseId,enrollmentDate,completionPercentage,completionDate
144,386,1634,2024-01-08,9,None
145,396,1611,2024-06-07,100,2024-07-07
146,363,1066,2024-04-22,26,None
147,113,709,2023-12-16,37,None
148,478,3389,2023-11-28,22,None
149,407,2589,2023-10-13,92,None
150,381,1755,2023-10-30,89,None
151,403,474,2024-04-03,50,None
152,63,2033,2024-04-04,97,None
153,443,2011,2024-04-22,6,None
154,442,3556,2024-06-07,50,None
155,262,3351,2024-02-29,4,None
156,181,800,2024-02-07,15,None
157,475,644,2024-03-17,33,None
158,186,2870,2024-05-06,38,None
159,374,1459,2024-02-05,70,None
160,37,2555,2024-07-19,61,None
161,403,1794,2024-04-30,6,None
162,457,2562,2024-03-03,61,None
163,354,1661,2024-01-13,27,None
164,248,1256,2024-05-04,80,None
165,469,3611,2024-05-09,42,None
166,331,729,2024-02-05,60,None
167,50,2039,2024-03-22,68,None
168,299,961,2024-07-12,89,None
169,71,3451,2023-10-31,88,None
170,362,2037,2024-05-26,12,None
171,155,2938,2024-01-07,76,None
172,490,2756,2024-06-22,80,None
173,29,2352,2024-05-06,21,None
174,99,1155,2023-12-28,38,None
175,476,1441,2024-02-17,35,None
176,355,2436,2024-02-12,13,None
177,342,1150,2023-12-15,23,None
178,428,2313,2024-07-22,30,None
179,25,256,2023-10-23,55,None
180,466,28,2024-04-20,42,None
181,418,1440,2024-01-29,89,None
182,38,246,2024-03-09,59,None
183,185,3009,2024-03-31,37,None
184,310,1148,2024-03-27,31,None
185,431,3475,2024-01-04,46,None
186,380,1151,2024-06-15,5,None
187,417,1186,2024-01-29,91,None
188,132,332,2024-08-19,52,None
189,451,2966,2024-01-30,63,None
190,197,1818,2024-05-16,74,None
191,487,1004,2024-08-22,81,None
192,70,1403,2024-04-26,64,None
193,340,633,2024-05-26,51,None
194,147,422,2023-11-28,24,None
195,135,2821,2023-10-16,10,None
196,199,2871,2024-09-08,20,None
197,9,3483,2024-03-04,2,None
198,496,2497,2023-10-11,48,None
199,358,667,2024-05-18,4,None
200,233,3259,2024-06-02,18,None
201,105,661,2024-01-26,94,None
202,299,1168,2024-06-18,31,None
203,72,857,2023-10-14,43,None
204,93,2818,2024-03-26,76,None
205,77,3435,2023-11-24,31,None
206,39,2045,2023-10-31,92,None
207,128,2454,2023-12-01,97,None
208,415,2370,2024-05-14,3,None
209,133,1031,2023-10-11,56,None
210,4,3116,2023-11-02,81,None
211,318,1084,2023-11-25,55,None
212,182,3662,2024-01-03,45,None
213,269,2023,2024-06-14,88,None
214,195,835,2024-07-23,47,None
215,6,2455,2024-08-01,61,None
216,34,1434,2023-11-02,3,None
217,131,1208,2024-01-05,63,None
218,372,2839,2023-10-22,12,None
219,420,521,2024-08-02,30,None
220,483,2461,2024-03-22,76,None
221,43,67,2024-02-20,54,None
222,418,2464,2024-02-22,75,None
223,426,875,2024-04-10,23,None
224,335,3493,2024-01-18,33,None
225,377,1893,2023-11-09,3,None
226,154,1721,2024-07-30,15,None
227,144,2998,2023-10-22,93,None
228,56,1449,2024-07-29,69,None
229,459,2426,2024-06-02,40,None
230,37,541,2023-12-06,60,None
231,27,2991,2024-07-04,33,None
232,432,1055,2024-07-06,82,None
233,354,3134,2024-08-05,2,None
234,75,1112,2024-02-25,21,None
235,394,77,2024-01-23,34,None
236,490,2631,2024-03-31,50,None
237,329,1701,2024-01-17,55,None
238,314,2565,2024-06-29,8,None
239,266,802,2023-11-16,79,None
240,106,774,2024-01-22,58,None
241,203,1957,2024-07-27,32,None
242,403,1420,2024-05-26,58,None
243,52,804,2024-02-23,69,None
244,146,410,2023-12-07,6,None
245,125,2082,2024-05-02,32,None
246,95,3240,2023-12-11,57,None
247,343,1162,2023-12-19,49,None
248,121,3211,2024-01-21,57,None
249,366,928,2024-05-06,67,None
250,200,1714,2024-04-14,60,None
251,330,1189,2023-12-18,42,None
252,463,2195,2023-10-28,65,None
253,370,2576,2023-12-24,59,None
254,301,1725,2023-11-15,27,None
255,445,3039,2024-05-13,72,None
256,436,234,2024-01-05,89,None
257,381,1888,2023-11-02,59,None
258,169,1422,2024-06-19,6,None
259,6,3016,2023-12-22,37,None
260,148,3132,2024-02-09,71,None
261,426,1632,2023-10-15,81,None
262,439,650,2024-06-15,8,None
263,356,3512,2024-03-16,70,None
264,396,1336,2024-01-04,97,None
265,284,2953,2024-05-14,27,None
266,438,1868,2024-01-11,76,None
267,131,962,2024-03-28,14,None
268,311,402,2024-01-18,100,2024-03-10
269,292,3354,2023-12-21,25,None
270,80,3597,2024-03-27,92,None
271,332,1507,2024-09-02,9,None
272,168,3085,2024-02-12,56,None
273,377,2932,2024-01-04,3,None
274,480,3668,2023-10-15,95,None
275,488,346,2024-03-20,47,None
276,133,1383,2024-08-19,76,None
277,298,289,2023-12-26,49,None
278,282,2986,2024-05-14,2,None
279,153,2259,2023-11-03,14,None
280,478,890,2024-05-12,82,None
281,463,2631,2024-07-20,99,None
282,357,35,2024-02-28,56,None
283,242,1107,2023-11-03,45,None
284,235,2654,2023-12-21,15,None
285,26,3219,2024-01-23,16,None
286,476,596,2024-06-24,42,None
287,431,509,2024-04-01,61,None
288,302,2495,2024-02-08,37,None
289,275,2205,2024-08-26,13,None
290,228,3223,2024-03-17,70,None
291,114,236,2023-10-14,80,None
292,1,2920,2023-11-03,18,None
293,272,2674,2024-03-22,90,None
294,262,2656,2023-11-07,10,None
295,236,1236,2023-11-14,52,None
296,250,2943,2024-07-11,55,None
297,471,1481,2024-02-12,44,None
298,311,1447,2024-08-15,92,None
299,174,1760,2024-01-16,88,None
300,254,3307,2023-11-24,18,None
301,77,1808,2024-05-27,80,None
302,399,2664,2024-06-26,22,None
303,126,3390,2024-08-14,84,None
304,296,2429,2023-10-31,16,None
305,228,2777,2024-05-07,31,None
306,149,1485,2024-03-21,70,None
307,301,2755,2024-05-24,40,None
308,423,885,2024-01-24,25,None
309,229,2828,2024-08-02,1,None
310,376,2133,2024-04-19,0,None
311,389,3520,2024-05-15,75,None
312,113,3438,2024-03-22,93,None
313,467,1416,2024-04-17,37,None
314,140,1058,2024-04-14,61,None
315,129,84,2024-03-19,58,None
316,459,1002,2024-06-17,82,None
317,42,3192,2024-05-25,5,None
318,316,1838,2024-08-31,47,None
319,156,3612,2024-07-17,39,None
320,400,2711,2024-05-12,0,None
321,22,2497,2023-10-19,67,None
322,38,2641,2024-03-18,16,None
323,56,3324,2023-10-13,89,None
324,422,3296,2024-02-02,18,None
325,151,2179,2023-10-23,2,None
326,469,480,2024-01-25,6,None
327,40,1904,2024-07-10,54,None
328,56,655,2024-08-12,23,None
329,112,3135,2023-10-27,18,None
330,383,1485,2024-07-23,36,None
331,282,3083,2024-01-17,90,None
332,420,1125,2024-06-30,34,None
333,238,2099,2023-12-24,81,None
334,318,993,2024-02-04,38,None
335,59,403,2024-01-19,35,None
336,448,3069,2023-11-04,17,None
337,356,397,2023-12-06,41,None
338,82,770,2024-05-10,54,None
339,62,2573,2024-06-05,88,None
340,430,3464,2024-01-24,23,None
341,347,3437,2023-10-30,40,None
342,204,1957,2024-03-06,22,None
343,83,563,2023-11-03,73,None
344,323,2565,2023-10-10,3,None
345,418,1686,2024-08-21,12,None
346,464,814,2024-04-23,82,None
347,229,2269,2024-04-18,42,None
348,467,1603,2024-01-31,44,None
349,319,1224,2023-11-07,57,None
350,466,2797,2024-06-07,41,None
351,192,416,2024-01-22,75,None
352,493,2553,2024-04-16,43,None
353,277,3458,2023-11-06,25,None
354,96,134,2023-10-18,1,None
355,269,3095,2023-12-09,41,None
356,155,1715,2023-12-29,51,None
357,204,3268,2024-01-09,42,None
358,198,1572,2024-04-05,19,None
359,490,1172,2023-11-18,81,None
360,253,864,2024-04-22,94,None
361,484,3087,2023-12-10,19,None
362,225,2537,2024-02-29,38,None
363,493,616,2024-02-12,87,None
364,18,987,2024-07-15,7,None
365,290,462,2024-07-31,35,None
366,446,206,2024-03-26,2,None
367,276,3008,2024-02-12,22,None
368,464,1203,2024-02-08,24,None
369,354,3442,2024-08-20,20,None
370,325,3553,2023-12-31,66,None
371,34,803,2024-08-17,69,None
372,458,481,2023-11-14,30,None
373,264,1145,2023-12-23,20,None
374,340,519,2024-07-02,66,None
375,155,172,2023-11-21,41,None
376,265,2182,2024-04-21,2,None
377,107,2026,2024-05-13,77,None
378,494,3201,2024-05-12,73,None
379,231,711,2024-06-30,55,None
380,479,3111,2024-08-16,50,None
381,248,3308,2024-06-28,12,None
382,69,1835,2023-12-25,94,None
383,185,23,2023-11-29,48,None
384,489,2831,2023-12-27,89,None
385,190,2119,2024-05-25,39,None
386,36,1431,2024-03-03,51,None
387,181,2292,2024-07-09,75,None
388,254,2995,2024-02-29,9,None
389,393,2882,2023-12-17,32,None
390,388,2514,2024-03-07,69,None
391,387,2565,2023-12-29,79,None
392,40,3225,2023-11-12,62,None
393,62,1532,2024-08-06,57,None
394,324,193,2023-12-27,14,None
395,258,252,2024-06-22,32,None
396,282,679,2024-02-02,96,None
397,319,1614,2023-10-25,100,2023-12-02
398,17,3603,2024-08-11,53,None
399,438,3125,2024-01-09,97,None
400,221,1731,2024-07-15,15,None
401,427,3287,2024-08-30,16,None
402,390,596,2023-12-03,6,None
403,399,1948,2024-06-15,96,None
404,247,2440,2024-04-19,51,None
405,239,3621,2024-01-23,12,None
406,58,2607,2024-06-22,1,None
407,235,1152,2024-02-21,71,None
408,237,3653,2024-08-23,23,None
409,394,1591,2024-04-30,83,None
410,478,3193,2023-10-10,17,None
411,414,1083,2024-02-26,67,None
412,296,1708,2024-02-14,20,None
413,53,2468,2024-04-12,74,None
414,497,3476,2024-08-03,59,None
415,394,3287,2024-01-29,84,None
416,239,2812,2024-07-23,55,None
417,19,1962,2024-01-16,54,None
418,426,1601,2024-03-30,33,None
419,51,1117,2024-03-03,0,None
420,101,761,2024-06-10,30,None
421,178,603,2023-11-28,22,None
422,4,3369,2024-01-19,32,None
423,486,2782,2023-11-21,64,None
424,22,1655,2024-08-02,97,None
425,125,2926,2024-01-11,91,None
426,117,87,2023-11-23,49,None
427,217,3248,2024-03-09,26,None
428,148,3421,2024-01-19,31,None
429,98,1474,2024-03-14,6,None
430,462,3059,2024-06-25,15,None
431,333,2951,2024-08-07,66,None
432,455,1353,2024-03-23,30,None
433,338,3071,2023-12-18,62,None
434,47,1613,2024-05-01,78,None
435,49,1220,2024-04-03,16,None
436,207,983,2024-01-30,68,None
437,206,2408,2024-01-31,58,None
438,104,528,2024-04-25,81,None
439,121,2609,2024-04-10,42,None
440,182,795,2024-06-18,93,None
441,61,167,2023-12-23,10,None
442,145,112,2024-03-20,62,None
443,367,2367,2024-06-18,36,None
444,322,2754,2024-08-10,50,None
445,167,127,2024-02-26,0,None
446,187,1575,2024-06-04,39,None
447,378,2020,2024-06-13,58,None
448,7,547,2024-01-24,82,None
449,128,2434,2024-08-01,6,None
450,273,2480,2024-05-01,83,None
451,235,1017,2024-04-01,65,None
452,320,1374,2024-07-06,80,None
453,397,2782,2024-03-01,68,None
454,437,1322,2024-04-05,98,None
455,119,3056,2024-04-25,74,None
456,96,788,2024-07-11,26,None
457,98,2863,2024-01-12,6,None
458,135,1914,2023-11-01,80,None
459,194,205,2024-04-24,84,None
460,176,3575,2024-03-18,69,None
461,442,1591,2024-02-09,97,None
462,327,118,2024-05-08,62,None
463,118,1667,2024-08-14,52,None
464,348,3381,2024-06-18,45,None
465,194,74,2023-12-21,0,None
466,98,882,2024-04-05,37,None
467,47,2681,2024-04-20,53,None
468,202,180,2023-10-17,23,None
469,36,1982,2024-05-28,19,None
470,85,3110,2023-12-14,89,None
471,407,1181,2024-05-08,33,None
472,399,298,2024-03-02,40,None
473,276,2,2024-07-14,18,None
474,28,2130,2024-09-03,45,None
475,356,1472,2024-06-24,53,None
476,54,268,2024-03-07,31,None
477,258,1856,2023-11-03,62,None
478,303,1846,2023-11-06,27,None
479,412,1697,2024-05-21,5,None
480,372,3391,2024-01-06,68,None
481,50,2643,2024-02-07,16,None
482,144,1631,2024-05-10,38,None
483,41,729,2024-01-02,8,None
484,239,251,2024-07-08,46,None
485,175,65,2024-05-06,59,None
486,231,1276,2024-05-30,20,None
487,257,1373,2024-06-15,13,None
488,272,2019,2024-02-15,0,None
489,195,1936,2023-12-19,78,None
490,399,2967,2023-12-09,68,None
491,161,883,2024-07-15,47,None
492,46,1818,2024-01-21,97,None
493,53,54,2024-01-18,61,None
494,373,3085,2024-01-17,68,None
495,174,1221,2024-01-09,96,None
496,436,2258,2024-06-09,44,None
497,230,1518,2023-12-15,5,None
498,112,699,2024-02-16,8,None
499,219,1372,2024-08-31,23,None
500,400,741,2023-11-30,73,None
501,411,309,2024-06-23,30,None
502,494,2490,2024-01-21,33,None
503,132,2289,2024-01-16,77,None
504,165,1033,2024-02-13,99,None
505,181,975,2024-04-12,94,None
506,48,1230,2024-04-08,77,None
507,455,3487,2024-01-30,6,None
508,254,2748,2023-12-20,40,None
509,103,3194,2024-01-11,12,None
510,482,17,2024-03-02,79,None
511,489,2849,2024-06-28,60,None
512,98,506,2024-06-09,49,None
513,186,784,2024-07-02,81,None
514,310,1981,2024-06-24,20,None
515,425,140,2024-01-28,14,None
516,170,1758,2024-01-18,30,None
517,324,814,2024-08-31,19,None
518,138,2744,2023-11-18,30,None
519,83,951,2024-05-14,83,None
520,65,1682,2023-11-13,34,None
521,456,1213,2023-11-10,58,None
522,176,406,2024-03-05,62,None
523,382,539,2024-05-27,36,None
524,361,963,2024-07-16,71,None
525,385,1791,2024-08-08,95,None
526,64,3405,2024-03-27,51,None
527,55,3092,2023-12-08,0,None
528,299,822,2024-08-27,90,None
529,60,1113,2024-02-15,36,None
530,354,1219,2023-10-16,93,None
531,109,2471,2024-06-27,66,None
532,344,1406,2023-11-29,28,None
533,60,1982,2023-10-13,92,None
534,189,537,2024-01-19,49,None
535,281,232,2024-01-29,0,None
536,41,1493,2023-12-08,30,None
537,170,2902,2024-02-08,77,None
538,182,2032,2024-04-14,19,None
539,459,587,2024-02-17,54,None
540,382,3025,2023-12-28,22,None
541,287,1006,2024-09-02,90,None
542,342,3534,2024-09-02,28,None
543,40,1843,2024-01-25,44,None
544,141,585,2024-01-20,85,None
545,434,184,2023-10-27,3,None
546,206,651,2023-10-23,87,None
547,192,586,2024-07-16,76,None
548,62,1997,2023-10-29,80,None
549,289,1658,2023-10-28,79,None
550,20,742,2024-05-01,13,None
551,351,1076,2023-11-20,72,None
552,208,3044,2024-01-13,84,None
553,239,2163,2024-04-28,55,None
554,381,2539,2024-02-02,93,None
555,15,202,2023-12-09,20,None
556,187,2138,2024-07-06,99,None
557,166,3128,2023-12-03,21,None
558,9,1266,2024-02-29,71,None
559,380,2176,2024-06-23,63,None
560,11,1996,2023-12-26,20,None
561,53,1858,2024-01-26,70,None
562,220,2772,2024-08-19,8,None
563,327,173,2024-02-10,6,None
564,237,16,2023-11-18,27,None
565,277,3103,2024-02-04,71,None
566,149,1953,2023-12-20,56,None
567,26,2637,2023-10-10,36,None
568,249,596,2024-04-22,33,None
569,225,1786,2023-12-22,88,None
570,374,828,2024-03-30,70,None
571,467,388,2024-07-15,15,None
572,424,550,2024-07-18,72,None
573,293,463,2024-06-12,76,None
574,444,1571,2024-05-21,8,None
575,211,2507,2023-12-26,38,None
576,143,3071,2024-01-13,51,None
577,5,2125,2024-07-05,26,None
578,140,397,2024-09-04,85,None
579,490,120,2023-12-16,51,None
580,251,1209,2024-03-08,11,None
581,208,444,2024-07-03,93,None
582,159,1303,2024-02-28,45,None
583,231,3353,2023-12-27,13,None
584,387,1298,2024-01-15,25,None
585,86,898,2024-03-20,36,None
586,414,3582,2024-01-19,76,None
587,87,3221,2023-12-31,1,None
588,400,3678,2024-04-04,55,None
589,332,870,2024-05-28,32,None
590,249,2173,2024-01-28,18,None
591,108,2946,2024-01-12,75,None
592,12,1948,2024-06-29,26,None
593,325,1408,2024-04-07,32,None
594,455,64,2023-12-16,50,None
595,234,1766,2024-01-01,7,None
596,228,3382,2024-06-22,1,None
597,109,3412,2024-06-06,8,None
598,482,2926,2024-06-15,16,None
599,211,953,2024-06-11,5,None
600,193,340,2024-01-09,48,None
601,32,248,2024-05-25,64,None
602,299,2422,2024-06-24,72,None
603,178,2994,2023-12-28,83,None
604,49,1943,2024-02-11,62,None
605,246,1982,2023-12-01,45,None
606,280,2654,2023-12-13,72,None
607,446,2194,2024-04-06,35,None
608,372,1997,2024-07-30,99,None
609,85,1578,2024-01-30,51,None
610,365,80,2024-01-20,53,None
611,183,32,2023-10-21,68,None
612,65,384,2024-03-08,20,None
613,230,2914,2024-09-01,16,None
614,457,2650,2023-11-18,49,None
615,492,2368,2024-08-19,0,None
616,101,2102,2024-03-13,65,None
617,197,1355,2023-11-15,2,None
618,360,2806,2024-08-23,29,None
619,264,753,2024-04-27,21,None
620,492,30,2024-08-19,55,None
621,142,2120,2024-09-09,86,None
622,222,2402,2024-02-25,36,None
623,259,2165,2023-12-19,89,None
624,358,1158,2024-06-05,88,None
625,377,1746,2024-08-31,91,None
626,105,2819,2024-02-27,15,None
627,141,2556,2024-07-22,27,None
628,210,1982,2024-04-23,44,None
629,67,2817,2024-05-12,47,None
630,290,1473,2023-12-30,33,None
631,291,1296,2023-12-21,57,None
632,185,1000,2023-11-29,36,None
633,90,197,2023-12-08,57,None
634,67,3179,2024-06-10,90,None
635,64,355,2024-05-16,93,None
636,284,938,2024-08-28,71,None
637,323,3616,2024-04-20,87,None
638,224,201,2024-08-26,77,None
639,352,326,2024-04-06,58,None
640,111,1891,2024-08-26,67,None
641,83,1408,2024-07-14,69,None
642,168,2875,2023-12-25,59,None
643,173,910,2023-12-31,20,None
644,422,1576,2024-01-04,44,None
645,264,2875,2024-09-05,59,None
646,237,898,2023-12-20,65,None
647,81,1938,2024-08-03,66,None
648,98,2539,2024-08-10,39,None
649,441,414,2023-10-29,91,None
650,194,1830,2024-01-06,4,None
651,419,2161,2024-05-23,52,None
652,114,1050,2024-03-16,70,None
653,262,2496,2024-08-03,62,None
654,258,2176,2024-03-18,5,None
655,342,2913,2024-01-06,42,None
656,218,2135,2023-12-16,44,None
657,457,1989,2023-12-07,87,None
658,20,207,2024-04-06,25,None
659,347,1743,2023-10-29,37,None
660,29,1047,2024-03-26,46,None
661,295,3495,2023-11-16,8,None
662,479,1865,2024-06-13,7,None
663,244,1146,2024-04-19,95,None
664,311,14,2024-03-29,96,None
665,465,1525,2024-01-10,54,None
666,383,2028,2023-10-15,100,2024-01-21
667,50,2201,2024-03-08,72,None
668,57,1263,2024-03-12,31,None
669,280,2388,2024-08-26,39,None
670,210,5,2024-03-16,67,None
671,385,2609,2023-10-30,37,None
672,347,660,2024-09-08,64,None
673,5,1091,2024-03-13,4,None
674,103,1910,2024-04-01,47,None
675,276,544,2024-07-11,73,None
676,423,3654,2023-12-23,98,None
677,174,2712,2023-11-21,18,None
678,402,1202,2024-04-09,5,None
679,42,2640,2024-01-11,10,None
680,337,2159,2024-07-16,70,None
681,240,1099,2024-01-28,71,None
682,236,2512,2023-11-25,73,None
683,291,81,2024-08-16,48,None
684,477,2201,2024-06-25,28,None
685,71,2945,2024-01-25,43,None
686,140,1351,2024-05-18,17,None
687,173,3661,2024-05-12,10,None
688,351,2405,2024-04-01,18,None
689,479,1901,2024-06-06,32,None
690,274,894,2023-11-18,43,None
691,425,2260,2024-03-22,56,None
692,335,1245,2023-12-21,31,None
693,399,2065,2024-02-21,39,None
694,414,3140,2024-03-10,34,None
695,183,3367,2024-04-02,69,None
696,447,3015,2024-08-05,72,None
697,440,2572,2024-04-10,14,None
698,495,2179,2024-07-11,95,None
699,432,1481,2024-04-05,7,None
700,391,549,2024-07-28,60,None
701,153,2971,2023-10-21,39,None
702,45,2266,2024-07-08,81,None
703,203,1575,2024-02-15,8,None
704,147,2270,2024-08-18,94,None
705,470,1924,2023-11-07,50,None
706,366,2061,2023-11-13,6,None
707,181,1115,2023-10-16,92,None
708,245,1303,2024-05-13,48,None
709,306,3217,2024-01-31,25,None
710,374,1229,2024-06-18,46,None
711,159,2750,2024-09-09,1,None
712,487,2565,2023-11-12,25,None
713,405,1947,2023-12-11,90,None
714,118,1980,2023-11-16,71,None
715,246,2244,2024-06-04,16,None
716,482,2578,2024-08-13,27,None
717,270,3477,2024-03-30,72,None
718,154,544,2024-06-25,59,None
719,434,2463,2024-04-16,21,None
720,450,1882,2024-05-29,81,None
721,258,560,2024-08-18,14,None
722,397,1152,2024-07-22,5,None
723,17,2764,2024-08-01,83,None
724,188,55,2024-05-07,47,None
725,427,2893,2024-02-27,28,None
726,146,2039,2023-10-20,42,None
727,152,1521,2023-10-12,32,None
728,187,2169,2024-01-24,72,None
729,196,500,2024-06-04,89,None
730,495,2829,2023-12-02,13,None
731,204,2401,2024-01-01,55,None
732,434,1809,2023-12-22,33,None
733,194,3095,2024-03-12,37,None
734,40,2558,2024-09-04,61,None
735,50,1152,2024-06-30,57,None
736,65,3204,2024-01-22,95,None
737,273,2969,2024-09-06,40,None
738,114,1162,2023-10-21,82,None
739,18,1804,2024-08-17,54,None
740,48,771,2023-12-03,54,None
741,220,3504,2023-12-18,61,None
742,64,1123,2024-08-29,81,None
743,196,2440,2024-02-09,9,None
744,355,2741,2024-03-06,61,None
745,494,3361,2023-12-01,100,2024-02-15
746,228,140,2023-12-27,49,None
747,9,960,2024-09-08,74,None
748,360,398,2024-08-11,81,None
749,119,3355,2024-09-09,23,None
750,17,1118,2023-12-01,6,None
751,215,1130,2024-04-26,32,None
752,248,1482,2024-08-09,31,None
753,229,1993,2024-07-13,68,None
754,417,2913,2024-07-09,66,None
755,101,2225,2024-07-09,61,None
756,473,1658,2024-03-18,51,None
757,204,2846,2024-07-21,29,None
758,409,1780,2024-07-09,18,None
759,263,2496,2024-02-21,26,None
760,9,2462,2024-06-10,72,None
761,427,2184,2023-12-22,97,None
762,350,346,2023-10-25,93,None
763,147,1757,2024-05-13,24,None
764,390,2441,2024-04-14,69,None
765,66,3161,2024-03-19,53,None
766,120,2075,2024-05-21,49,None
767,274,1305,2023-10-20,47,None
768,415,2974,2024-06-05,98,None
769,226,812,2024-09-01,49,None
770,261,478,2024-02-08,23,None
771,172,3353,2024-04-11,20,None
772,120,1725,2024-06-26,68,None
773,169,3402,2024-02-05,29,None
774,321,886,2024-06-29,30,None
775,310,12,2024-02-10,39,None
776,67,2437,2023-11-07,70,None
777,265,1818,2023-12-04,14,None
778,131,259,2023-12-12,8,None
779,127,3179,2024-03-18,86,None
780,386,2401,2023-12-22,29,None
781,167,3094,2024-06-07,20,None
782,390,285,2024-07-07,64,None
783,8,460,2023-11-10,31,None
784,98,1689,2023-10-20,43,None
