id,userId,courseId,enrollmentDate,completionPercentage,completionDate
429,98,1474,2024-03-14,6,
430,462,3059,2024-06-25,15,
431,333,2951,2024-08-07,66,
432,455,1353,2024-03-23,30,
433,338,3071,2023-12-18,62,
434,47,1613,2024-05-01,78,
435,49,1220,2024-04-03,16,
436,207,983,2024-01-30,68,
437,206,2408,2024-01-31,58,
438,104,528,2024-04-25,81,
439,121,2609,2024-04-10,42,
440,182,795,2024-06-18,93,
441,61,167,2023-12-23,10,
442,145,112,2024-03-20,62,
443,367,2367,2024-06-18,36,
444,322,2754,2024-08-10,50,
445,167,127,2024-02-26,0,
446,187,1575,2024-06-04,39,
447,378,2020,2024-06-13,58,
448,7,547,2024-01-24,82,
449,128,2434,2024-08-01,6,
450,273,2480,2024-05-01,83,
451,235,1017,2024-04-01,65,
452,320,1374,2024-07-06,80,
453,397,2782,2024-03-01,68,
454,437,1322,2024-04-05,98,
455,119,3056,2024-04-25,74,
456,96,788,2024-07-11,26,
457,98,2863,2024-01-12,6,
458,135,1914,2023-11-01,80,
459,194,205,2024-04-24,84,
460,176,3575,2024-03-18,69,
461,442,1591,2024-02-09,97,
462,327,118,2024-05-08,62,
463,118,1667,2024-08-14,52,
464,348,3381,2024-06-18,45,
465,194,74,2023-12-21,0,
466,98,882,2024-04-05,37,
467,47,2681,2024-04-20,53,
468,202,180,2023-10-17,23,
469,36,1982,2024-05-28,19,
470,85,3110,2023-12-14,89,
471,407,1181,2024-05-08,33,
472,399,298,2024-03-02,40,
473,276,2,2024-07-14,18,
474,28,2130,2024-09-03,45,
475,356,1472,2024-06-24,53,
476,54,268,2024-03-07,31,
477,258,1856,2023-11-03,62,
478,303,1846,2023-11-06,27,
479,412,1697,2024-05-21,5,
480,372,3391,2024-01-06,68,
481,50,2643,2024-02-07,16,
482,144,1631,2024-05-10,38,
483,41,729,2024-01-02,8,
484,239,251,2024-07-08,46,
485,175,65,2024-05-06,59,
486,231,1276,2024-05-30,20,
487,257,1373,2024-06-15,13,
488,272,2019,2024-02-15,0,
489,195,1936,2023-12-19,78,
490,399,2967,2023-12-09,68,
491,161,883,2024-07-15,47,
492,46,1818,2024-01-21,97,
493,53,54,2024-01-18,61,
494,373,3085,2024-01-17,68,
495,174,1221,2024-01-09,96,
496,436,2258,2024-06-09,44,
497,230,1518,2023-12-15,5,
498,112,699,2024-02-16,8,
499,219,1372,2024-08-31,23,
500,400,741,2023-11-30,73,
501,411,309,2024-06-23,30,
502,494,2490,2024-01-21,33,
503,132,2289,2024-01-16,77,
504,165,1033,2024-02-13,99,
505,181,975,2024-04-12,94,
506,48,1230,2024-04-08,77,
507,455,3487,2024-01-30,6,
508,254,2748,2023-12-20,40,
509,103,3194,2024-01-11,12,
510,482,17,2024-03-02,79,
511,489,2849,2024-06-28,60,
512,98,506,2024-06-09,49,
513,186,784,2024-07-02,81,
514,310,1981,2024-06-24,20,
515,425,140,2024-01-28,14,
516,170,1758,2024-01-18,30,
517,324,814,2024-08-31,19,
518,138,2744,2023-11-18,30,
519,83,951,2024-05-14,83,
520,65,1682,2023-11-13,34,
521,456,1213,2023-11-10,58,
522,176,406,2024-03-05,62,
523,382,539,2024-05-27,36,
524,361,963,2024-07-16,71,
525,385,1791,2024-08-08,95,
526,64,3405,2024-03-27,51,
527,55,3092,2023-12-08,0,
528,299,822,2024-08-27,90,
529,60,1113,2024-02-15,36,
530,354,1219,2023-10-16,93,
531,109,2471,2024-06-27,66,
532,344,1406,2023-11-29,28,
533,60,1982,2023-10-13,92,
534,189,537,2024-01-19,49,
535,281,232,2024-01-29,0,
536,41,1493,2023-12-08,30,
537,170,2902,2024-02-08,77,
538,182,2032,2024-04-14,19,
539,459,587,2024-02-17,54,
540,382,3025,2023-12-28,22,
541,287,1006,2024-09-02,90,
542,342,3534,2024-09-02,28,
543,40,1843,2024-01-25,44,
544,141,585,2024-01-20,85,
545,434,184,2023-10-27,3,
546,206,651,2023-10-23,87,
547,192,586,2024-07-16,76,
548,62,1997,2023-10-29,80,
549,289,1658,2023-10-28,79,
550,20,742,2024-05-01,13,
551,351,1076,2023-11-20,72,
552,208,3044,2024-01-13,84,
553,239,2163,2024-04-28,55,
554,381,2539,2024-02-02,93,
555,15,202,2023-12-09,20,
556,187,2138,2024-07-06,99,
557,166,3128,2023-12-03,21,
558,9,1266,2024-02-29,71,
559,380,2176,2024-06-23,63,
560,11,1996,2023-12-26,20,
561,53,1858,2024-01-26,70,
562,220,2772,2024-08-19,8,
563,327,173,2024-02-10,6,
564,237,16,2023-11-18,27,
565,277,3103,2024-02-04,71,
566,149,1953,2023-12-20,56,
567,26,2637,2023-10-10,36,
568,249,596,2024-04-22,33,
569,225,1786,2023-12-22,88,
570,374,828,2024-03-30,70,
571,467,388,2024-07-15,15,
572,424,550,2024-07-18,72,
573,293,463,2024-06-12,76,
574,444,1571,2024-05-21,8,
575,211,2507,2023-12-26,38,
576,143,3071,2024-01-13,51,
577,5,2125,2024-07-05,26,
578,140,397,2024-09-04,85,
579,490,120,2023-12-16,51,
580,251,1209,2024-03-08,11,
581,208,444,2024-07-03,93,
582,159,1303,2024-02-28,45,
583,231,3353,2023-12-27,13,
584,387,1298,2024-01-15,25,
585,86,898,2024-03-20,36,
586,414,3582,2024-01-19,76,
587,87,3221,2023-12-31,1,
588,400,3678,2024-04-04,55,
589,332,870,2024-05-28,32,
590,249,2173,2024-01-28,18,
591,108,2946,2024-01-12,75,
592,12,1948,2024-06-29,26,
593,325,1408,2024-04-07,32,
594,455,64,2023-12-16,50,
595,234,1766,2024-01-01,7,
596,228,3382,2024-06-22,1,
597,109,3412,2024-06-06,8,
598,482,2926,2024-06-15,16,
599,211,953,2024-06-11,5,
600,193,340,2024-01-09,48,
601,32,248,2024-05-25,64,
602,299,2422,2024-06-24,72,
603,178,2994,2023-12-28,83,
604,49,1943,2024-02-11,62,
605,246,1982,2023-12-01,45,
606,280,2654,2023-12-13,72,
607,446,2194,2024-04-06,35,
608,372,1997,2024-07-30,99,
609,85,1578,2024-01-30,51,
610,365,80,2024-01-20,53,
611,183,32,2023-10-21,68,
612,65,384,2024-03-08,20,
613,230,2914,2024-09-01,16,
614,457,2650,2023-11-18,49,
615,492,2368,2024-08-19,0,
616,101,2102,2024-03-13,65,
617,197,1355,2023-11-15,2,
618,360,2806,2024-08-23,29,
619,264,753,2024-04-27,21,
620,492,30,2024-08-19,55,
621,142,2120,2024-09-09,86,
622,222,2402,2024-02-25,36,
623,259,2165,2023-12-19,89,
624,358,1158,2024-06-05,88,
625,377,1746,2024-08-31,91,
626,105,2819,2024-02-27,15,
627,141,2556,2024-07-22,27,
628,210,1982,2024-04-23,44,
629,67,2817,2024-05-12,47,
630,290,1473,2023-12-30,33,
631,291,1296,2023-12-21,57,
632,185,1000,2023-11-29,36,
633,90,197,2023-12-08,57,
634,67,3179,2024-06-10,90,
635,64,355,2024-05-16,93,
636,284,938,2024-08-28,71,
637,323,3616,2024-04-20,87,
638,224,201,2024-08-26,77,
639,352,326,2024-04-06,58,
640,111,1891,2024-08-26,67,
641,83,1408,2024-07-14,69,
642,168,2875,2023-12-25,59,
643,173,910,2023-12-31,20,
644,422,1576,2024-01-04,44,
645,264,2875,2024-09-05,59,
646,237,898,2023-12-20,65,
647,81,1938,2024-08-03,66,
648,98,2539,2024-08-10,39,
649,441,414,2023-10-29,91,
650,194,1830,2024-01-06,4,
651,419,2161,2024-05-23,52,
652,114,1050,2024-03-16,70,
653,262,2496,2024-08-03,62,
654,258,2176,2024-03-18,5,
655,342,2913,2024-01-06,42,
656,218,2135,2023-12-16,44,
657,457,1989,2023-12-07,87,
658,20,207,2024-04-06,25,
659,347,1743,2023-10-29,37,
660,29,1047,2024-03-26,46,
661,295,3495,2023-11-16,8,
662,479,1865,2024-06-13,7,
663,244,1146,2024-04-19,95,
664,311,14,2024-03-29,96,
665,465,1525,2024-01-10,54,
666,383,2028,2023-10-15,100,2024-01-21
667,50,2201,2024-03-08,72,
668,57,1263,2024-03-12,31,
669,280,2388,2024-08-26,39,
670,210,5,2024-03-16,67,
671,385,2609,2023-10-30,37,
672,347,660,2024-09-08,64,
673,5,1091,2024-03-13,4,
674,103,1910,2024-04-01,47,
675,276,544,2024-07-11,73,
676,423,3654,2023-12-23,98,
677,174,2712,2023-11-21,18,
678,402,1202,2024-04-09,5,
679,42,2640,2024-01-11,10,
680,337,2159,2024-07-16,70,
681,240,1099,2024-01-28,71,
682,236,2512,2023-11-25,73,
683,291,81,2024-08-16,48,
684,477,2201,2024-06-25,28,
685,71,2945,2024-01-25,43,
686,140,1351,2024-05-18,17,
687,173,3661,2024-05-12,10,
688,351,2405,2024-04-01,18,
689,479,1901,2024-06-06,32,
690,274,894,2023-11-18,43,
691,425,2260,2024-03-22,56,
692,335,1245,2023-12-21,31,
693,399,2065,2024-02-21,39,
694,414,3140,2024-03-10,34,
695,183,3367,2024-04-02,69,
696,447,3015,2024-08-05,72,
697,440,2572,2024-04-10,14,
698,495,2179,2024-07-11,95,
699,432,1481,2024-04-05,7,
700,391,549,2024-07-28,60,
701,153,2971,2023-10-21,39,
702,45,2266,2024-07-08,81,
703,203,1575,2024-02-15,8,
704,147,2270,2024-08-18,94,
705,470,1924,2023-11-07,50,
706,366,2061,2023-11-13,6,
707,181,1115,2023-10-16,92,
708,245,1303,2024-05-13,48,
709,306,3217,2024-01-31,25,
710,374,1229,2024-06-18,46,
711,159,2750,2024-09-09,1,
712,487,2565,2023-11-12,25,
713,405,1947,2023-12-11,90,
714,118,1980,2023-11-16,71,
715,246,2244,2024-06-04,16,
716,482,2578,2024-08-13,27,
717,270,3477,2024-03-30,72,
718,154,544,2024-06-25,59,
719,434,2463,2024-04-16,21,
720,450,1882,2024-05-29,81,
721,258,560,2024-08-18,14,
722,397,1152,2024-07-22,5,
723,17,2764,2024-08-01,83,
724,188,55,2024-05-07,47,
725,427,2893,2024-02-27,28,
726,146,2039,2023-10-20,42,
727,152,1521,2023-10-12,32,
728,187,2169,2024-01-24,72,
729,196,500,2024-06-04,89,
730,495,2829,2023-12-02,13,
731,204,2401,2024-01-01,55,
732,434,1809,2023-12-22,33,
733,194,3095,2024-03-12,37,
734,40,2558,2024-09-04,61,
735,50,1152,2024-06-30,57,
736,65,3204,2024-01-22,95,
737,273,2969,2024-09-06,40,
738,114,1162,2023-10-21,82,
739,18,1804,2024-08-17,54,
740,48,771,2023-12-03,54,
741,220,3504,2023-12-18,61,
742,64,1123,2024-08-29,81,
743,196,2440,2024-02-09,9,
744,355,2741,2024-03-06,61,
745,494,3361,2023-12-01,100,2024-02-15
746,228,140,2023-12-27,49,
747,9,960,2024-09-08,74,
748,360,398,2024-08-11,81,
749,119,3355,2024-09-09,23,
750,17,1118,2023-12-01,6,
751,215,1130,2024-04-26,32,
752,248,1482,2024-08-09,31,
753,229,1993,2024-07-13,68,
754,417,2913,2024-07-09,66,
755,101,2225,2024-07-09,61,
756,473,1658,2024-03-18,51,
757,204,2846,2024-07-21,29,
758,409,1780,2024-07-09,18,
759,263,2496,2024-02-21,26,
760,9,2462,2024-06-10,72,
761,427,2184,2023-12-22,97,
762,350,346,2023-10-25,93,
763,147,1757,2024-05-13,24,
764,390,2441,2024-04-14,69,
765,66,3161,2024-03-19,53,
766,120,2075,2024-05-21,49,
767,274,1305,2023-10-20,47,
768,415,2974,2024-06-05,98,
769,226,812,2024-09-01,49,
770,261,478,2024-02-08,23,
771,172,3353,2024-04-11,20,
772,120,1725,2024-06-26,68,
773,169,3402,2024-02-05,29,
774,321,886,2024-06-29,30,
775,310,12,2024-02-10,39,
776,67,2437,2023-11-07,70,
777,265,1818,2023-12-04,14,
778,131,259,2023-12-12,8,
779,127,3179,2024-03-18,86,
780,386,2401,2023-12-22,29,
781,167,3094,2024-06-07,20,
782,390,285,2024-07-07,64,
783,8,460,2023-11-10,31,
784,98,1689,2023-10-20,43,
785,60,1361,2023-11-29,32,
786,380,3081,2024-02-24,23,
787,86,3028,2024-08-30,81,
788,231,1790,2024-01-31,48,
789,435,707,2023-11-29,33,
790,65,3602,2024-05-08,20,
791,392,2557,2024-04-20,73,
792,363,1845,2024-03-05,58,
793,100,1651,2023-12-20,76,
794,265,2033,2024-07-17,56,
795,36,1945,2024-07-15,81,
796,88,2326,2024-06-28,88,
797,236,1629,2024-03-11,64,
798,141,1712,2024-04-24,59,
799,398,1552,2024-07-15,95,
800,180,232,2024-06-23,49,
801,364,811,2023-12-23,29,
802,383,2514,2024-05-18,53,
803,126,2179,2023-11-10,56,
804,201,2812,2024-03-25,76,
805,110,3035,2024-08-19,55,
806,47,492,2024-04-06,21,
807,381,3548,2024-02-22,11,
808,27,1708,2024-01-03,21,
809,77,929,2024-08-24,68,
810,23,2892,2024-05-14,78,
811,222,3025,2024-02-03,3,
812,80,825,2024-07-08,70,
813,15,1629,2024-02-06,22,
814,374,587,2024-07-07,21,
815,268,2170,2024-04-08,60,
816,156,1127,2024-07-27,4,
817,310,2039,2024-07-18,70,
818,314,1849,2024-02-25,33,
819,268,1934,2024-07-11,17,
820,386,1414,2024-05-02,28,
821,302,724,2024-03-06,64,
822,367,1146,2024-02-29,36,
823,196,1868,2023-11-12,55,
824,365,1370,2023-12-19,4,
825,374,1163,2024-04-02,50,
826,333,788,2024-08-23,83,
827,17,1200,2023-12-17,96,
828,276,334,2024-06-24,61,
829,88,3163,2023-11-21,17,
830,345,422,2024-07-28,73,
831,488,671,2024-08-12,72,
